0.0,0.0,0.0,nan,0.0
0.0,0.0,0.0,0.00434300000001,0.0
0.0,0.0,0.0,0.00980399999999,0.0
0.0,0.0,0.0,0.009952,0.0
0.0,0.0,0.0,0.010656,0.0
0.0,0.0,0.0,0.017548,0.0
0.0,0.0,0.0,0.019587,0.0
0.0,0.0,0.0,0.020925,0.0
0.0,0.0,0.0,0.030566,0.0
0.0,0.0,0.0,0.034355,0.0
0.0,0.0,0.0,0.034572,0.0
0.0,0.0,0.0,0.057887,0.0
0.0,0.0,0.0,0.040888,0.0
0.0,0.0,0.0,0.042716,0.0
0.0,0.0,0.0,0.04815,0.0
0.0,0.0,0.0,0.048295,0.0
0.0,0.0,0.0,0.056153,0.0
0.0,0.0,0.0,0.055056,0.0
0.0,0.0,0.0,0.062451,0.0
0.0,0.0,0.0,0.067739,0.0
0.0,0.0,0.0,0.068635,0.0
